id,subject,metric,games,mean,error,interval,verdict,seed,seats,question,command
ladder.composition.random-over-cautious.4-of-5,"random over cautious, 4 of 5 row seats",win rate margin,1335,-0.996255,0.001871,0.003666,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-counting.1-of-5,"random over counting, 1 of 5 row seats",win rate margin,1335,-0.250000,,,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-counting.4-of-5,"random over counting, 4 of 5 row seats",win rate margin,1335,-0.996255,0.001871,0.003666,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-outs.1-of-5,"random over outs, 1 of 5 row seats",win rate margin,1335,-0.249064,0.000936,0.001835,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-outs.4-of-5,"random over outs, 4 of 5 row seats",win rate margin,1335,-0.994382,0.002289,0.004487,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-warden.1-of-5,"random over warden, 1 of 5 row seats",win rate margin,1335,-0.248127,0.001324,0.002594,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-warden.4-of-5,"random over warden, 4 of 5 row seats",win rate margin,1328,-0.977410,0.004571,0.008959,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-opportunist.1-of-5,"random over opportunist, 1 of 5 row seats",win rate margin,1335,-0.249064,0.000936,0.001835,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-opportunist.4-of-5,"random over opportunist, 4 of 5 row seats",win rate margin,1334,-0.992504,0.002643,0.005181,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-angler.1-of-5,"random over angler, 1 of 5 row seats",win rate margin,1335,-0.249064,0.000936,0.001835,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-angler.4-of-5,"random over angler, 4 of 5 row seats",win rate margin,1335,-0.994382,0.002289,0.004487,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-sprinter.1-of-5,"random over sprinter, 1 of 5 row seats",win rate margin,1335,-0.249064,0.000936,0.001835,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.random-over-sprinter.4-of-5,"random over sprinter, 4 of 5 row seats",win rate margin,1335,-0.994382,0.002289,0.004487,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.simple-over-greedy.1-of-5,"simple over greedy, 1 of 5 row seats",win rate margin,1335,-0.066479,0.012113,0.023740,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.simple-over-greedy.4-of-5,"simple over greedy, 4 of 5 row seats",win rate margin,1335,-0.117041,0.015587,0.030549,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.simple-over-cautious.1-of-5,"simple over cautious, 1 of 5 row seats",win rate margin,1335,-0.069288,0.012035,0.023589,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.simple-over-cautious.4-of-5,"simple over cautious, 4 of 5 row seats",win rate margin,1335,-0.127341,0.015711,0.030794,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
ladder.composition.simple-over-counting.1-of-5,"simple over counting, 1 of 5 row seats",win rate margin,1335,-0.073034,0.011931,0.023384,separated (raw),20260819,5,"The head-to-head margin restricted to the games in which the row held this many of the seats — F1's composition split (BUILD-PLAN P48). Read across the two compositions of a pair: a margin flat across them is one player beating another; a margin that deepens as the row's own count rises is self-play compounding, which is what P31 left open for warden.","BurmesePoker.Sim -- tournament --strategies random,simple,greedy,cautious,counting,outs,warden,opportunist,angler,sprinter --seats 5 --games 8000 --seed 20260819"
